AERONET Version 3; 
Waskesiu
Version 3: AOD Level 1.5
The following data are cloud cleared and quality controls have been applied but these data may not have final calibration applied.  These data may change.
Contact: PI=Ihab_Abboud_and_Vitali_Fioletov; PI Email=ihab.abboud@canada.ca_and_vitali.fioletov@canada.ca
All Points,UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html
Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
14:01:2020,20:57:52,14,14.873519,-999.000000,0.026832,0.034686,-999.000000,-999.000000,0.048960,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.077108,-999.000000,-999.000000,0.084070,0.086015,0.084148,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000998,0.001188,-999.000000,-999.000000,0.001110,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001071,-999.000000,-999.000000,0.002081,0.002162,0.002061,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.157900,0.591169,1.059865,1.353474,0.439109,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,78.422548,4.870879,-24.400000,358.442543,0.084988,18:01:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
14:01:2020,20:59:35,14,14.874711,-999.000000,0.028048,0.035928,-999.000000,-999.000000,0.049860,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.078085,-999.000000,-999.000000,0.085709,0.087506,0.082941,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001238,0.001129,-999.000000,-999.000000,0.000789,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000533,-999.000000,-999.000000,0.000387,0.001060,0.001052,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.126928,0.637138,1.046724,1.286931,0.458765,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,78.528341,4.913086,-24.400000,358.443170,0.084988,18:01:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
14:01:2020,21:06:52,14,14.879769,-999.000000,0.027122,0.034779,-999.000000,-999.000000,0.049221,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.077869,-999.000000,-999.000000,0.085970,0.088553,0.084393,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003469,0.003395,-999.000000,-999.000000,0.003277,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003323,-999.000000,-999.000000,0.004236,0.006369,0.004442,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.168351,0.676883,1.070351,1.363855,0.515420,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,78.994283,5.108002,-24.400000,358.445831,0.084988,18:01:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
14:01:2020,21:09:55,14,14.881887,-999.000000,0.027554,0.035074,-999.000000,-999.000000,0.049679,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.078519,-999.000000,-999.000000,0.086348,0.088736,0.084530,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001340,0.001427,-999.000000,-999.000000,0.001080,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001394,-999.000000,-999.000000,0.001958,0.003370,0.001904,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.167959,0.649973,1.068162,1.367048,0.490717,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,79.197517,5.197928,-24.400000,358.446946,0.084989,18:01:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
14:01:2020,21:12:58,14,14.884005,-999.000000,0.027510,0.035268,-999.000000,-999.000000,0.049666,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.079007,-999.000000,-999.000000,0.087520,0.089857,0.083698,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002969,0.002832,-999.000000,-999.000000,0.003190,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002537,-999.000000,-999.000000,0.003252,0.004387,0.004907,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.170420,0.699907,1.083191,1.344435,0.517171,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,79.405469,5.293257,-24.400000,358.448060,0.084989,18:01:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
14:01:2020,21:14:51,14,14.885312,-999.000000,0.026439,0.034240,-999.000000,-999.000000,0.048933,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.078566,-999.000000,-999.000000,0.087090,0.089474,0.083696,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001754,0.001407,-999.000000,-999.000000,0.001599,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001924,-999.000000,-999.000000,0.002725,0.004213,0.001940,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.204111,0.704412,1.104874,1.402084,0.522340,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,79.536210,5.354989,-24.400000,358.448748,0.084989,18:01:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
14:01:2020,21:29:24,14,14.895417,-999.000000,0.027647,0.035098,-999.000000,-999.000000,0.049657,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.078624,-999.000000,-999.000000,0.087955,0.090360,0.083568,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000754,0.000628,-999.000000,-999.000000,0.000621,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000322,-999.000000,-999.000000,0.000342,0.000742,0.001222,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.169234,0.766966,1.072297,1.362619,0.559690,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,80.604895,5.918517,-24.700000,358.454065,0.084990,18:01:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
14:01:2020,21:33:52,14,14.898519,-999.000000,0.028856,0.036278,-999.000000,-999.000000,0.050401,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.079373,-999.000000,-999.000000,0.088703,0.090782,0.084776,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001652,0.001756,-999.000000,-999.000000,0.001473,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001456,-999.000000,-999.000000,0.001411,0.001290,0.003314,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.136997,0.760072,1.059722,1.291155,0.541412,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,80.953211,6.128294,-24.600000,358.455697,0.084990,18:01:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
14:01:2020,21:36:59,14,14.900683,-999.000000,0.027572,0.034652,-999.000000,-999.000000,0.048929,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.077719,-999.000000,-999.000000,0.087044,0.088782,0.084554,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001497,0.001104,-999.000000,-999.000000,0.001122,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000739,-999.000000,-999.000000,0.000669,0.003263,0.003126,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.171604,0.774897,1.079757,1.354833,0.537746,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,81.201704,6.287091,-24.600000,358.456835,0.084990,18:01:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
14:01:2020,21:39:53,14,14.902697,-999.000000,0.026012,0.033388,-999.000000,-999.000000,0.047669,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.076662,-999.000000,-999.000000,0.086439,0.089003,0.084990,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001927,0.001990,-999.000000,-999.000000,0.001653,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001597,-999.000000,-999.000000,0.002299,0.003086,0.002493,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.205380,0.820920,1.108676,1.398298,0.600395,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,81.436879,6.444977,-24.600000,358.457895,0.084991,18:01:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
09:02:2020,20:42:54,40,40.863125,0.091401,0.088534,0.089317,-999.000000,-999.000000,0.098628,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.140615,-999.000000,-999.000000,0.122550,-999.000000,-999.000000,0.136265,0.130641,0.417314,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.012239,0.003544,0.006855,-999.000000,-999.000000,0.006098,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.006795,-999.000000,-999.000000,0.011667,-999.000000,-999.000000,0.002543,0.008010,0.017697,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.597540,-0.095238,0.626494,0.828931,0.278505,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,70.839724,3.023146,-0.900000,378.624757,0.103589,13:02:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
09:02:2020,20:48:56,40,40.867315,0.083770,0.081464,0.082447,-999.000000,-999.000000,0.092168,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.134535,-999.000000,-999.000000,0.117082,-999.000000,-999.000000,0.130503,0.125733,0.429084,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.008156,0.011837,0.007093,-999.000000,-999.000000,0.006905,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.006036,-999.000000,-999.000000,0.006507,-999.000000,-999.000000,0.010742,0.003403,0.013187,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.653182,-0.091283,0.682812,0.893940,0.306731,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,71.176024,3.074197,-0.600000,378.628016,0.103592,13:02:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
09:02:2020,20:50:36,40,40.868472,0.094669,0.088485,0.091927,-999.000000,-999.000000,0.101134,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.143087,-999.000000,-999.000000,0.127532,-999.000000,-999.000000,0.137288,0.136013,0.432471,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.008128,0.008029,0.007215,-999.000000,-999.000000,0.006402,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.006004,-999.000000,-999.000000,0.006375,-999.000000,-999.000000,0.006386,0.005225,0.018060,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.603918,-0.135662,0.650287,0.808283,0.267538,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,71.272688,3.089207,-0.400000,378.628916,0.103593,13:02:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
09:02:2020,21:03:55,40,40.877720,0.108548,0.101195,0.103568,-999.000000,-999.000000,0.112622,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.152877,-999.000000,-999.000000,0.138427,-999.000000,-999.000000,0.147943,0.146627,0.452538,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002935,0.001524,0.002054,-999.000000,-999.000000,0.002386,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002472,-999.000000,-999.000000,0.002075,-999.000000,-999.000000,0.001222,0.001127,0.004896,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.533780,-0.106314,0.576644,0.711385,0.239362,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,72.102359,3.224643,-0.800000,378.636109,0.103600,13:02:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
09:02:2020,21:45:53,40,40.906863,0.042970,0.046805,0.049805,-999.000000,-999.000000,0.060691,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.098181,-999.000000,-999.000000,0.086044,-999.000000,-999.000000,0.099174,0.095454,0.454820,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.011321,0.001852,0.006431,-999.000000,-999.000000,0.005864,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.004482,-999.000000,-999.000000,0.009190,-999.000000,-999.000000,0.004067,0.005938,0.011561,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.953805,0.057929,0.954365,1.234813,0.440330,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,75.342348,3.897324,-2.200000,378.658776,0.103621,13:02:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
09:02:2020,21:50:35,40,40.910127,0.035353,0.037785,0.042487,-999.000000,-999.000000,0.053198,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.079411,-999.000000,-999.000000,0.087729,0.087023,0.442505,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001511,0.002738,0.002991,-999.000000,-999.000000,0.002560,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001259,-999.000000,-999.000000,0.002307,0.002396,0.005919,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.917454,0.681277,0.934816,0.882818,0.378340,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,75.759919,4.005628,-1.800000,378.661314,0.103623,13:02:2020,8,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
09:02:2020,22:30:39,40,40.937951,0.021497,0.025541,0.030349,-999.000000,-999.000000,0.041145,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.073862,-999.000000,-999.000000,0.068026,-999.000000,-999.000000,0.078573,0.078905,0.447826,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003363,0.003503,0.003688,-999.000000,-999.000000,0.003300,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002235,-999.000000,-999.000000,0.003287,-999.000000,-999.000000,0.003932,0.002806,0.011187,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.330468,0.242355,1.310952,1.613775,0.606427,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,79.710258,5.439417,-3.000000,378.682955,0.103643,13:02:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
09:02:2020,22:37:49,40,40.942928,0.020962,0.026089,0.031086,-999.000000,-999.000000,0.041519,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.073445,-999.000000,-999.000000,0.068610,-999.000000,-999.000000,0.079876,0.080605,0.447945,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000572,0.001113,0.001608,-999.000000,-999.000000,0.001716,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003538,-999.000000,-999.000000,0.000985,-999.000000,-999.000000,0.001231,0.002737,0.009983,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.300737,0.322232,1.301360,1.560453,0.656836,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,80.483550,5.848716,-2.900000,378.686826,0.103646,13:02:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
13:02:2020,16:07:02,44,44.671551,-999.000000,0.051879,0.055568,-999.000000,-999.000000,0.059675,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.072660,-999.000000,-999.000000,0.075483,0.072489,0.189310,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.008869,0.007386,-999.000000,-999.000000,0.008549,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.006368,-999.000000,-999.000000,0.006143,0.005482,0.020134,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.399505,0.260621,0.459425,0.279969,0.006145,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,78.537227,4.916664,-22.900000,381.586852,0.106326,17:02:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
13:02:2020,16:09:58,44,44.673588,-999.000000,0.043381,0.047664,-999.000000,-999.000000,0.052356,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.065391,-999.000000,-999.000000,0.068577,0.066067,0.188274,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.005412,0.006262,-999.000000,-999.000000,0.007002,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.006746,-999.000000,-999.000000,0.011134,0.013956,0.028399,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.468662,0.325348,0.518732,0.368774,0.056742,-999.000000,lev15,17,Waskesiu,53.914386,-106.069578,569.000000,78.222461,4.793003,-22.800000,381.588436,0.106328,17:02:2020,7,-999.,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
