AERONET Version 3; 
Waskesiu
Version 3: AOD Level 1.0
The following data are unscreened and may not have final calibration applied.
Contact: PI=Ihab_Abboud_and_Vitali_Fioletov; PI Email=ihab.abboud@canada.ca_and_vitali.fioletov@canada.ca
All Points,UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html
Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
06:01:2020,15:57:53,6,6.665197,0.013787,0.029010,0.034760,-999.000000,-999.000000,0.049483,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.070808,-999.000000,-999.000000,0.072727,-999.000000,-999.000000,0.080479,-999.000000,0.263801,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.007728,0.008452,0.008026,-999.000000,-999.000000,0.007669,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.007151,-999.000000,-999.000000,0.006251,-999.000000,-999.000000,0.004142,-999.000000,0.026145,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.119948,0.471092,0.951033,1.280174,0.692624,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,86.638291,13.990907,-5.500000,354.123748,0.084193,10:01:2020,8,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,-999.,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:00:53,6,6.667280,0.010199,0.024770,0.030670,-999.000000,-999.000000,0.045345,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.066968,-999.000000,-999.000000,0.068905,-999.000000,-999.000000,0.075997,-999.000000,0.261685,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001264,0.000808,0.000502,-999.000000,-999.000000,0.000556,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000094,-999.000000,-999.000000,0.000785,-999.000000,-999.000000,0.004716,-999.000000,0.001682,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.226884,0.465083,1.033703,1.404755,0.669940,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,86.350010,13.178581,-5.400000,354.124844,0.084194,10:01:2020,8,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,-999.,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:03:58,6,6.669421,0.009039,0.022877,0.028680,-999.000000,-999.000000,0.043075,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.064890,-999.000000,-999.000000,0.066275,-999.000000,-999.000000,0.076301,-999.000000,0.254414,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001957,0.001820,0.001771,-999.000000,-999.000000,0.001105,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001297,-999.000000,-999.000000,0.000792,-999.000000,-999.000000,0.001564,-999.000000,0.004637,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.274074,0.598101,1.069297,1.468924,0.963442,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,86.055761,12.434147,-5.400000,354.125970,0.084194,10:01:2020,8,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,-999.,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:07:00,6,6.671528,0.008930,0.022754,0.028516,-999.000000,-999.000000,0.042965,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.064832,-999.000000,-999.000000,0.066035,-999.000000,-999.000000,0.075730,-999.000000,0.237491,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001325,0.000965,0.000986,-999.000000,-999.000000,0.001214,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001377,-999.000000,-999.000000,0.001675,-999.000000,-999.000000,0.001792,-999.000000,0.004035,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.278168,0.573968,1.068239,1.477563,0.936934,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,85.768595,11.778930,-5.300000,354.127079,0.084194,10:01:2020,8,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,-999.,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:09:55,6,6.673553,0.008178,0.022170,0.027999,-999.000000,-999.000000,0.042406,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.064774,-999.000000,-999.000000,0.065421,-999.000000,-999.000000,0.075500,-999.000000,0.231086,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000687,0.001008,0.001462,-999.000000,-999.000000,0.001713,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002728,-999.000000,-999.000000,0.001966,-999.000000,-999.000000,0.001172,-999.000000,0.006581,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.297028,0.567295,1.082611,1.509234,0.979910,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,85.494868,11.211436,-5.200000,354.128144,0.084194,10:01:2020,8,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,-999.,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:12:56,6,6.675648,0.009007,0.023083,0.029069,-999.000000,-999.000000,0.043663,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.066570,-999.000000,-999.000000,0.066720,-999.000000,-999.000000,0.075702,-999.000000,0.224879,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000129,0.000839,0.000654,-999.000000,-999.000000,0.000529,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000921,-999.000000,-999.000000,0.000460,-999.000000,-999.000000,0.000945,-999.000000,0.002739,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.274376,0.476870,1.063216,1.491282,0.863818,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,85.214427,10.680644,-5.200000,354.129247,0.084194,10:01:2020,8,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,-999.,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:15:52,6,6.677685,0.009527,0.023264,0.029420,-999.000000,-999.000000,0.044011,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.067072,-999.000000,-999.000000,0.067512,-999.000000,-999.000000,0.077341,-999.000000,0.230761,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000889,0.000682,0.000694,-999.000000,-999.000000,0.000917,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001610,-999.000000,-999.000000,0.000802,-999.000000,-999.000000,0.002228,-999.000000,0.006416,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.272959,0.527828,1.070397,1.483357,0.929574,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,84.944509,10.212469,-5.300000,354.130318,0.084195,10:01:2020,8,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,-999.,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:18:55,6,6.679803,0.010849,0.024724,0.030732,-999.000000,-999.000000,0.046270,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.073066,-999.000000,-999.000000,0.070997,-999.000000,-999.000000,0.086554,-999.000000,0.259083,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001684,0.001595,0.004288,-999.000000,-999.000000,0.006912,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.016670,-999.000000,-999.000000,0.009513,-999.000000,-999.000000,0.025742,-999.000000,0.108691,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.304590,0.633361,1.091901,1.560263,1.355008,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,84.666915,9.769667,-5.400000,354.131433,0.084195,10:01:2020,8,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,-999.,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:21:54,6,6.681875,0.009519,0.023285,0.029485,-999.000000,-999.000000,0.044308,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.068856,-999.000000,-999.000000,0.068076,-999.000000,-999.000000,0.079017,0.071280,0.227911,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001393,0.001364,0.001036,-999.000000,-999.000000,0.000709,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002449,-999.000000,-999.000000,0.001540,-999.000000,-999.000000,0.005729,0.002979,0.018472,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.293231,0.512768,1.084980,1.527342,0.228784,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,84.398546,9.374789,-5.400000,354.132523,0.084195,10:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:24:52,6,6.683935,0.009560,0.022741,0.029054,-999.000000,-999.000000,0.044145,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.068108,-999.000000,-999.000000,0.068024,-999.000000,-999.000000,0.077629,0.074912,0.216152,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000527,0.000966,0.001317,-999.000000,-999.000000,0.001104,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001389,-999.000000,-999.000000,0.000980,-999.000000,-999.000000,0.001470,0.001933,0.002495,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.306369,0.485920,1.086287,1.533286,0.409286,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,84.134895,9.015284,-5.500000,354.133607,0.084195,10:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:41:14,6,6.695301,0.011233,0.024816,0.031588,-999.000000,-999.000000,0.046938,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.072924,-999.000000,-999.000000,0.071751,-999.000000,-999.000000,0.081439,0.080288,0.210999,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000311,0.001521,0.001518,-999.000000,-999.000000,0.001535,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002769,-999.000000,-999.000000,0.001937,-999.000000,-999.000000,0.001646,0.005464,0.007100,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.272618,0.412509,1.075016,1.507194,0.466372,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,82.742550,7.483788,-5.500000,354.139587,0.084196,10:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,16:51:53,6,6.702697,0.019151,0.033192,0.040108,-999.000000,-999.000000,0.055750,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.083534,-999.000000,-999.000000,0.081579,-999.000000,-999.000000,0.091577,0.091002,0.227866,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001432,0.001460,0.001854,-999.000000,-999.000000,0.002093,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003197,-999.000000,-999.000000,0.002734,-999.000000,-999.000000,0.001967,0.004016,0.013064,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.113194,0.344999,0.969776,1.323498,0.450524,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,81.897550,6.777805,-5.200000,354.143478,0.084197,10:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,21:27:51,6,6.894340,0.062322,0.072028,0.079835,-999.000000,-999.000000,0.095636,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.125243,-999.000000,-999.000000,0.123517,-999.000000,-999.000000,0.134771,0.136586,0.225122,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.012900,0.012734,0.013882,-999.000000,-999.000000,0.015004,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.016184,-999.000000,-999.000000,0.015243,-999.000000,-999.000000,0.018521,0.016216,0.055086,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.692979,0.274383,0.650502,0.814405,0.406984,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,81.851705,6.743190,-15.000000,354.244311,0.084216,10:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,21:33:57,6,6.898576,0.055301,0.065722,0.072520,-999.000000,-999.000000,0.087886,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.116006,-999.000000,-999.000000,0.115211,-999.000000,-999.000000,0.126054,0.127418,0.218285,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.018517,0.017795,0.015140,-999.000000,-999.000000,0.014214,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.010377,-999.000000,-999.000000,0.012209,-999.000000,-999.000000,0.008828,0.004691,0.028565,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.729717,0.309462,0.683758,0.849266,0.408582,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,82.327865,7.120374,-15.000000,354.246540,0.084216,10:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,21:39:53,6,6.902697,0.028010,0.041280,0.048018,-999.000000,-999.000000,0.063532,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.091513,-999.000000,-999.000000,0.090616,-999.000000,-999.000000,0.101600,0.104476,0.211905,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003452,0.001691,0.002735,-999.000000,-999.000000,0.003097,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002468,-999.000000,-999.000000,0.003136,-999.000000,-999.000000,0.001707,0.002414,0.007393,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.994522,0.389708,0.897343,1.164279,0.572459,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,82.806844,7.543365,-15.000000,354.248708,0.084216,10:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,21:42:52,6,6.904769,0.023221,0.036876,0.043614,-999.000000,-999.000000,0.059315,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.087636,-999.000000,-999.000000,0.087538,-999.000000,-999.000000,0.099969,0.102384,0.214997,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001497,0.001360,0.001120,-999.000000,-999.000000,0.001369,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001272,-999.000000,-999.000000,0.001478,-999.000000,-999.000000,0.000920,0.002034,0.006344,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.084677,0.488967,0.977860,1.259352,0.632762,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,83.053405,7.780571,-15.000000,354.249798,0.084217,10:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
06:01:2020,21:48:52,6,6.908935,0.036033,0.048030,0.055155,-999.000000,-999.000000,0.070846,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.098514,-999.000000,-999.000000,0.098782,-999.000000,-999.000000,0.111090,0.111803,0.216467,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001683,0.002319,0.001065,-999.000000,-999.000000,0.001852,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001898,-999.000000,-999.000000,0.002498,-999.000000,-999.000000,0.003355,0.003941,0.007053,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.907825,0.445589,0.832955,1.047335,0.505015,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,83.560507,8.316435,-15.200000,354.251990,0.084217,10:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
07:01:2020,19:49:41,7,7.826169,0.018355,0.029493,0.036370,-999.000000,-999.000000,0.049141,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.079656,-999.000000,-999.000000,0.070789,-999.000000,-999.000000,0.074961,0.073720,0.160677,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001036,0.001535,0.001453,-999.000000,-999.000000,0.001492,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002468,-999.000000,-999.000000,0.001561,-999.000000,-999.000000,0.001230,0.002361,0.002885,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.109057,-0.207118,0.986161,1.419198,0.172784,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,76.675787,4.266007,-18.300000,354.734591,0.084306,11:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
07:01:2020,19:58:37,7,7.832373,0.018089,0.028597,0.035333,-999.000000,-999.000000,0.047413,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.076940,-999.000000,-999.000000,0.068518,-999.000000,-999.000000,0.072608,0.071103,0.160487,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000767,0.001996,0.002402,-999.000000,-999.000000,0.002962,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.004403,-999.000000,-999.000000,0.002174,-999.000000,-999.000000,0.000928,0.003172,0.005512,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.104200,-0.197087,0.992969,1.409229,0.159956,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,76.910374,4.338308,-18.500000,354.737855,0.084306,11:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
07:01:2020,21:34:14,7,7.898773,0.011465,0.020926,0.026546,-999.000000,-999.000000,0.037169,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.059021,-999.000000,-999.000000,0.056307,-999.000000,-999.000000,0.062951,0.061142,0.158601,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000775,0.001394,0.001414,-999.000000,-999.000000,0.001354,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001586,-999.000000,-999.000000,0.001215,-999.000000,-999.000000,0.001206,0.002366,0.002173,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.198195,0.246671,1.070608,1.443504,0.349038,-999.000000,lev10,17,Waskesiu,53.914386,-106.069578,569.000000,82.200435,7.015476,-17.700000,354.772792,0.084313,11:01:2020,9,1.637100,1.019800,0.870500,-999.,-999.,0.674800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439600,-999.,-999.,0.379800,0.340900,0.941200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
